transect_number,quadrat,species,percent_cover
35,3,poa lab.,8.0
35,3,BG,64.0
35,3,L,0.5
35,4,vulpia bromoides,2.0
35,4,romulea rosea,2.0
35,4,nassella neesiana,10.0
35,4,arctotheca calendula,0.5
35,4,plantago lanceolata,6.0
35,4,aira caryophyllea,0.5
35,4,briza minor,0.5
35,4,avena fatua / barbata,2.0
35,4,lotus sp.,3.0
35,4,geranium inundatum,4.0
35,4,themeda triandra,35.0
35,4,BG,34.5
35,4,L,1.0
35,5,vulpia bromoides,5.0
35,5,romulea rosea,6.0
35,5,bromus hordeaceus,5.0
35,5,sonchus oleraceus,0.5
35,5,nassella neesiana,27.0
35,5,plantago lanceolata,7.0
35,5,anagallis arvensis,4.0
35,5,briza minor,0.5
35,5,aira caryophyllea,0.5
35,5,phalaris aquatica,2.0
35,5,geranium inundatum,0.5
35,5,oxalis perennans,0.5
35,5,acaena echinata,0.5
35,5,brachyscome dentata,0.5
35,5,rytidosperma spp.,10.0
35,5,BG,31.0
35,5,L,1.0
35,6,vulpia bromoides,1.0
35,6,romulea rosea,3.0
35,6,nassella neesiana,3.0
35,6,plantago lanceolata,10.0
35,6,avena fatua / barbata,1.0
35,6,briza minor,0.5
35,6,aira caryophyllea,0.5
35,6,phalaris aquatica,0.5
35,6,geranium potentilloides var. potentilloides,1.0
35,6,themeda triandra,29.0
35,6,rytidosperma spp.,10.0
35,6,elymus scaber,4.0
35,6,dichelachne crinita,3.0
35,6,BG,30.0
35,6,L,2.0
35,7,vulpia bromoides,2.0
35,7,romulea rosea,3.0
35,7,plantago lanceolata,10.0
35,7,briza minor,0.5
35,7,anagallis arvensis,0.5
35,7,arctotheca calendula,0.5
35,7,senecio quadridentatus,1.0
35,7,themeda triandra,48.0
35,7,rytidosperma spp.,10.0
35,7,elymus scaber,5.0
35,7,dichelachne crinita,1.0
35,7,BG,21.0
35,7,L,0.5
35,8,vulpia bromoides,3.0
35,8,romulea rosea,4.0
35,8,nassella neesiana,3.0
35,8,plantago lanceolata,6.0
35,8,briza minor,0.5
35,8,phalaris aquatica,1.0
35,8,avena fatua / barbata,1.0
35,8,hypericum gramineum,4.0
35,8,acaena echinata,1.0
35,8,geranium inundatum,5.0
35,8,themeda triandra,35.0
35,8,rytidosperma spp.,8.0
35,8,juncus flavidus,3.0
35,8,elymus scaber,5.0
35,8,BG,21.0
35,8,L,0.5
35,9,vulpia bromoides,2.0
35,9,romulea rosea,6.0
35,9,plantago lanceolata,20.0
35,9,briza minor,0.5
35,9,arctotheca calendula,0.5
35,9,briza maxima,2.0
35,9,aira caryophyllea,0.5
35,9,senecio quadridentatus,0.5
35,9,veronica gracilis,10.0
35,9,themeda triandra,20.0
35,9,rytidosperma spp.,12.5
35,9,elymus scaber,2.0
35,9,microlaena stipoides,5.0
35,9,dichelachne crinita,0.5
35,9,BG,18.0
35,10,vulpia bromoides,1.0
35,10,romulea rosea,6.0
35,10,sonchus oleraceus,1.0
35,10,nassella neesiana,20.0
35,10,plantago lanceolata,10.0
35,10,briza minor,0.5
35,10,avena fatua / barbata,3.0
35,10,arctotheca calendula,1.0
35,10,geranium inundatum,5.0
35,10,themeda triandra,5.0
35,10,rytidosperma spp.,5.0
35,10,austrostipa spp.,5.0
35,10,microlaena stipoides,2.0
35,10,BG,35.0
35,10,R,1.0
36,1,romulea rosea,5.0
36,1,plantago lanceolata,20.0
36,1,avena fatua / barbata,5.0
36,1,briza maxima,10.0
36,1,vicia hirsuta,6.0
36,1,wahlenbergia gracilis,2.0
36,1,themeda triandra,40.0
36,1,microlaena stipoides,5.0
36,1,BG,7.0
36,1,LM,1.0
36,1,L,3.0
36,2,plantago lanceolata,2.0
36,2,briza maxima,4.0
36,2,avena fatua / barbata,10.0
36,2,dactylis glomerata,4.0
36,2,oxalis perennans,5.0
36,2,themeda triandra,55.0
36,2,rytidosperma spp.,5.0
36,2,microlaena stipoides,5.0
36,2,BG,12.0
36,3,plantago lanceolata,3.0
36,3,briza maxima,4.0
36,3,avena fatua / barbata,8.0
36,3,vicia hirsuta,6.0
36,3,dactylis glomerata,4.0
36,3,veronica gracilis,5.0
36,3,plantago gaudichaudii,0.5
36,3,themeda triandra,40.0
36,3,microlaena stipoides,5.0
36,3,dichelachne crinita,0.5
36,3,BG,23.0
36,3,LM,3.0
36,3,L,5.0
36,4,romulea rosea,0.5
36,4,plantago lanceolata,12.0
36,4,briza maxima,12.0
36,4,avena fatua / barbata,5.0
36,4,dactylis glomerata,5.0
36,4,veronica gracilis,3.0
36,4,themeda triandra,43.0
36,4,microlaena stipoides,5.0
36,4,BG,2.0
36,4,LM,1.0
36,4,L,4.0
36,5,romulea rosea,3.0
36,5,plantago lanceolata,20.0
36,5,briza maxima,3.0
36,5,avena fatua / barbata,5.0
36,5,dactylis glomerata,0.5
36,5,briza minor,0.5
36,5,veronica gracilis,7.0
36,5,haloragis aspera,0.5
36,5,themeda triandra,40.0
36,5,rytidosperma spp.,1.0
36,5,microlaena stipoides,2.0
36,5,BG,17.5
36,5,LM,1.0
36,5,L,3.0
36,6,romulea rosea,3.0
36,6,plantago lanceolata,4.0
36,6,vicia hirsuta,3.0
36,6,avena fatua / barbata,2.0
36,6,dactylis glomerata,2.0
36,6,veronica gracilis,7.0
36,6,oxalis perennans,1.0
36,6,themeda triandra,35.0
36,6,lomandra filiformis,10.0
36,6,dianella admixta,0.5
36,6,vicia hirsuta,17.0
36,6,BG,14.0
36,7,plantago lanceolata,12.0
36,7,avena fatua / barbata,6.0
36,7,vicia hirsuta,2.0
36,7,lolium perenne,0.5
36,7,veronica gracilis,4.0
36,7,themeda triandra,30.0
36,7,rytidosperma spp.,2.0
36,7,dianella amoena,12.0
36,7,microlaena stipoides,10.0
36,7,BG,19.0
36,7,LM,2.0
36,7,R,5.0
36,8,vulpia bromoides,2.0
36,8,romulea rosea,3.0
36,8,sonchus oleraceus,0.5
36,8,plantago lanceolata,7.0
36,8,briza maxima,6.0
36,8,briza minor,2.0
36,8,avena fatua / barbata,12.0
36,8,oxalis perennans,3.0
36,8,veronica gracilis,2.0
36,8,themeda triandra,39.0
36,8,lomandra filiformis,2.0
36,8,microlaena stipoides,1.0
36,8,BG,21.0
36,8,LM,0.5
36,8,L,2.0
36,9,plantago lanceolata,15.0
36,9,avena fatua / barbata,3.0
36,9,briza maxima,5.0
36,9,briza minor,0.5
36,9,veronica gracilis,6.0
36,9,poa sieberiana var. sieberiana,33.0
36,9,themeda triandra,21.0
36,9,BG,17.0
36,9,LM,2.0
36,9,L,3.0
36,10,vulpia bromoides,0.5
36,10,plantago lanceolata,10.0
36,10,avena fatua / barbata,7.0
36,10,briza maxima,6.0
36,10,vicia hirsuta,2.0
36,10,dactylis glomerata,7.0
36,10,veronica gracilis,7.0
36,10,themeda triandra,34.0
36,10,rytidosperma spp.,2.0
36,10,tricoryne elatior,2.0
36,10,microlaena stipoides,3.0
36,10,BG,21.0
36,10,LM,1.0
36,10,L,5.0
37,1,romulea rosea,5.0
37,1,bromus hordeaceus,4.0
37,1,plantago lanceolata,7.0
37,1,trifolium arvense,1.0
37,1,lotus corniculatus,1.0
37,1,briza minor,0.5
37,1,holcus lanatus,2.0
37,1,eryngium ovinum,1.0
37,1,acaena echinata,0.5
37,1,rytidosperma spp.,1.0
37,1,austrostipa spp.,1.0
37,1,elymus scaber,25.0
37,1,microlaena stipoides,6.0
37,1,rytidosperma spp.,2.0
37,1,BG,43.0
37,1,LM,4.0
37,1,L,7.0
37,2,romulea rosea,2.0
37,2,bromus hordeaceus,3.0
37,2,plantago lanceolata,6.0
37,2,lotus corniculatus,1.0
37,2,holcus lanatus,6.0
37,2,briza minor,1.0
37,2,dactylis glomerata,2.0
37,2,eryngium ovinum,2.0
37,2,rytidosperma spp.,3.0
37,2,austrostipa spp.,1.0
37,2,dichelachne crinita,1.0
37,2,poa morrisii,5.0
37,2,rytidosperma spp.,1.0
37,2,elymus scaber,15.0
37,2,microlaena stipoides,30.0
37,2,BG,21.0
37,2,LM,1.0
37,2,L,2.0
37,3,vulpia bromoides,1.0
37,3,romulea rosea,1.0
37,3,bromus hordeaceus,15.0
37,3,plantago lanceolata,3.0
37,3,trifolium arvense,2.0
37,3,holcus lanatus,10.0
37,3,hypochoeris radicata,0.5
37,3,phalaris aquatica,3.0
37,3,senecio quadridentatus,0.5
37,3,acaena echinata,2.0
37,3,themeda triandra,33.5
37,3,microlaena stipoides,4.0
37,3,poa sieberiana var. sieberiana,6.0
37,3,elymus scaber,0.5
37,3,microlaena stipoides,0.5
37,3,BG,15.5
37,3,LM,0.5
37,3,L,4.0
37,3,R,3.0
37,4,vulpia bromoides,2.0
37,4,romulea rosea,2.0
37,4,bromus hordeaceus,2.0
37,4,sonchus oleraceus,0.5
37,4,plantago lanceolata,10.0
37,4,holcus lanatus,3.0
37,4,lotus sp.,1.0
37,4,briza minor,1.0
37,4,aira caryophyllea,0.5
37,4,eryngium ovinum,2.0
37,4,acaena echinata,3.0
37,4,veronica gracilis,5.0
37,4,oxalis perennans,1.0
37,4,rytidosperma spp.,6.0
37,4,poa morrisii,12.0
37,4,elymus scaber,8.0
37,4,BG,41.5
37,4,LM,0.5
37,4,L,2.0
37,5,lolium perenne,0.5
37,5,romulea rosea,3.0
37,5,sonchus oleraceus,0.5
37,5,trifolium arvense,1.0
37,5,hypochoeris radicata,2.0
37,5,helminthotheca echioides,2.0
37,5,plantago lanceolata,30.0
37,5,briza minor,2.0
37,5,holcus lanatus,2.0
37,5,lotus corniculatus,2.0
37,5,anthoxanthum odoratum,8.0
37,5,veronica gracilis,8.0
37,5,asperula conferta,3.0
37,5,poa lab.,13.0
37,5,elymus scaber,4.0
37,5,BG,18.5
37,5,LM,0.5
37,5,L,3.0
37,6,briza minor,2.0
37,6,romulea rosea,2.0
37,6,bromus hordeaceus,6.0
37,6,sonchus oleraceus,0.5
37,6,lachnagrostis punicea ssp. punicea,9.0
37,6,hypochoeris radicata,0.5
37,6,plantago lanceolata,7.0
37,6,avena fatua / barbata,3.0
37,6,holcus lanatus,5.0
37,6,trifolium arvense,4.0
37,6,arctotheca calendula,1.0
37,6,lotus corniculatus,1.0
37,6,asperula conferta,4.0
37,6,veronica gracilis,2.0
37,6,rytidosperma spp.,15.0
37,6,dichelachne crinita,3.0
37,6,elymus scaber,18.0
37,6,microlaena stipoides,2.0
37,6,BG,17.0
37,6,LM,0.5
37,6,L,3.0
37,6,R,0.5
37,7,romulea rosea,1.0
37,7,bromus hordeaceus,6.0
37,7,sonchus oleraceus,0.5
37,7,briza minor,3.0
37,7,plantago lanceolata,15.0
37,7,lotus corniculatus,6.0
37,7,trifolium arvense,5.0
37,7,holcus lanatus,3.0
37,7,aira caryophyllea,0.5
37,7,acaena echinata,2.0
37,7,veronica gracilis,2.0
37,7,rytidosperma spp.,4.0
37,7,elymus scaber,7.0
37,7,dichelachne crinita,1.0
37,7,poa lab.,2.0
37,7,BG,42.0
37,7,L,1.0
37,8,vulpia bromoides,3.0
37,8,romulea rosea,1.0
37,8,plantago lanceolata,5.0
37,8,holcus lanatus,2.0
37,8,briza minor,0.5
37,8,lolium perenne,0.5
37,8,senecio quadridentatus,0.5
37,8,asperula conferta,25.0
37,8,oxalis perennans,1.0
37,8,eryngium ovinum,2.0
37,8,veronica gracilis,2.0
37,8,rytidosperma spp.,5.0
37,8,dianella amoena,0.5
37,8,elymus scaber,19.0
37,8,poa lab.,3.0
37,8,rytidosperma spp.,2.0
37,8,microlaena stipoides,6.0
37,8,dichelachne crinita,1.0
37,8,BG,21.0
37,8,LM,0.5
37,8,L,1.0
37,9,romulea rosea,2.0
37,9,holcus lanatus,3.0
37,9,plantago lanceolata,8.0
37,9,briza minor,5.0
37,9,lotus corniculatus,3.0
37,9,trifolium arvense,2.0
37,9,lolium perenne,1.0
37,9,senecio quadridentatus,2.0
37,9,asperula conferta,2.0
37,9,acaena echinata,1.0
37,9,veronica gracilis,1.0
37,9,rytidosperma spp.,20.0
37,9,microlaena stipoides,25.0
37,9,elymus scaber,4.0
37,9,BG,21.0
37,9,LM,0.5
37,9,L,1.0
37,10,vulpia bromoides,1.0
37,10,romulea rosea,3.0
37,10,dactylis glomerata,0.5
37,10,briza minor,1.0
37,10,plantago lanceolata,2.0
37,10,trifolium arvense,3.0
37,10,lotus corniculatus,1.0
37,10,holcus lanatus,1.0
37,10,aira caryophyllea,0.5
37,10,asperula conferta,1.0
37,10,eryngium ovinum,4.0
37,10,oxalis perennans,1.0
37,10,acaena echinata,1.0
37,10,veronica gracilis,6.0
37,10,themeda triandra,26.0
37,10,rytidosperma spp.,2.0
37,10,austrostipa spp.,1.0
37,10,rytidosperma spp.,1.0
37,10,poa lab.,8.0
37,10,microlaena stipoides,10.0
37,10,dichelachne crinita,1.0
37,10,elymus scaber,3.0
37,10,BG,21.0
37,10,L,3.0
38,1,plantago lanceolata,2.0
38,1,bromus hordeaceus,20.0
38,1,vulpia bromoides,10.0
38,1,lolium perenne,5.0
38,1,romulea rosea,15.0
38,1,bromus catharticus,5.0
38,1,rytidosperma spp.,21.0
38,1,austrostipa spp.,6.0
38,1,chloris truncata,2.0
38,1,austrostipa spp.,4.0
38,1,BG,8.0
38,1,L,6.0
38,2,aira caryophyllea,5.0
38,2,vulpia bromoides,8.0
38,2,romulea rosea,15.0
38,2,lolium perenne,1.0
38,2,asperula conferta,15.0
38,2,convolvulus angustissimus,0.5
38,2,chloris truncata,3.0
38,2,rytidosperma spp.,18.0
38,2,austrostipa spp.,1.0
38,2,austrostipa spp.,0.5
38,2,rytidosperma spp.,3.0
38,2,BG,30.0
38,2,LM,1.0
38,2,L,3.0
38,3,aira caryophyllea,20.0
38,3,vulpia bromoides,3.0
38,3,romulea rosea,15.0
38,3,plantago coronopus,3.0
38,3,acaena echinata,0.5
38,3,chloris truncata,1.0
38,3,austrostipa spp.,8.0
38,3,rytidosperma spp.,8.0
38,3,rytidosperma spp.,6.5
38,3,BG,35.0
38,3,LM,5.0
38,3,L,3.0
38,4,plantago coronopus,1.0
38,4,aira caryophyllea,5.0
38,4,centaurium erythraea,0.5
38,4,romulea rosea,10.0
38,4,lolium perenne,1.0
38,4,vulpia bromoides,3.0
38,4,plantago lanceolata,0.5
38,4,solenogyne gunnii,2.0
38,4,plantago gaudichaudii,1.0
38,4,chloris truncata,2.0
38,4,rytidosperma spp.,5.0
38,4,rytidosperma spp.,22.0
38,4,austrostipa spp.,2.0
38,4,BG,45.0
38,4,LM,3.0
38,4,L,1.0
38,5,romulea rosea,8.0
38,5,vulpia bromoides,2.0
38,5,plantago lanceolata,2.0
38,5,briza minor,2.0
38,5,aira caryophyllea,3.0
38,5,plantago coronopus,2.0
38,5,lolium perenne,0.5
38,5,bromus hordeaceus,1.0
38,5,convolvulus angustissimus,8.0
38,5,calocephalus citreus,3.0
38,5,solenogyne dominii,0.5
38,5,oxalis perennans,0.5
38,5,austrostipa spp.,4.0
38,5,rytidosperma spp.,28.5
38,5,rytidosperma spp.,10.0
38,5,BG,25.0
38,5,LM,0.5
38,5,L,2.0
38,6,plantago lanceolata,4.0
38,6,lotus corniculatus,6.0
38,6,romulea rosea,3.0
38,6,bromus hordeaceus,10.0
38,6,plantago coronopus,5.0
38,6,lolium perenne,60.0
38,6,bromus catharticus,1.0
38,6,plantago gaudichaudii,0.5
38,6,solenogyne dominii,3.5
38,6,rytidosperma spp.,1.0
38,6,BG,6.0
38,6,LM,1.0
38,6,L,2.0
38,7,nassella neesiana,1.0
38,7,lolium perenne,15.0
38,7,aira caryophyllea,0.5
38,7,romulea rosea,3.0
38,7,bromus catharticus,3.0
38,7,plantago lanceolata,4.0
38,7,bromus hordeaceus,5.0
38,7,vulpia bromoides,2.0
38,7,plantago coronopus,0.5
38,7,acaena echinata,6.0
38,7,solenogyne dominii,0.5
38,7,austrostipa spp.,15.0
38,7,rytidosperma spp.,5.0
38,7,austrostipa spp.,2.0
38,7,rytidosperma spp.,11.5
38,7,BG,21.0
38,7,LM,0.5
38,7,L,8.0
38,8,romulea rosea,4.0
38,8,plantago lanceolata,4.0
38,8,aira caryophyllea,4.0
38,8,centaurium erythraea,0.5
38,8,lolium perenne,20.0
38,8,vulpia bromoides,5.0
38,8,bromus hordeaceus,2.0
38,8,asperula conferta,4.0
38,8,oxalis perennans,3.0
38,8,rytidosperma spp.,25.5
38,8,chloris truncata,3.0
38,8,rytidosperma spp.,2.0
38,8,BG,21.0
38,8,LM,0.5
38,8,L,7.0
38,9,romulea rosea,2.0
38,9,plantago coronopus,0.5
38,9,briza minor,0.5
38,9,nassella neesiana,6.0
38,9,oxalis perennans,1.0
38,9,convolvulus angustissimus,3.0
38,9,chloris truncata,5.0
38,9,rytidosperma spp.,29.0
38,9,austrostipa spp.,5.0
38,9,austrostipa spp.,2.0
38,9,rytidosperma spp.,5.0
38,9,BG,41.0
38,9,L,0.5
38,10,plantago lanceolata,1.0
38,10,romulea rosea,15.0
38,10,lolium perenne,3.0
38,10,convolvulus angustissimus,7.0
38,10,rytidosperma spp.,25.0
38,10,chloris truncata,5.0
38,10,rytidosperma spp.,19.0
38,10,BG,21.0
38,10,L,7.0
